2022-06-25 18:25:06 |INFO  |main |StartupInfoLogger.java:55 |com.ahzx.baohanapi.GuaranteeDataServiceApplication |Starting GuaranteeDataServiceApplication using Java 1.8.0_172 on xibei with PID 6012 (C:\Users\10582\Desktop\guaranteeDataService\GuaranteeDataService\target\classes started by 10582 in C:\Users\10582\Desktop\guaranteeDataService\GuaranteeDataService)
2022-06-25 18:25:06 |INFO  |main |SpringApplication.java:681 |com.ahzx.baohanapi.GuaranteeDataServiceApplication |The following 1 profile is active: "dev"
2022-06-25 18:25:07 |INFO  |main |RepositoryConfigurationDelegate.java:262 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Multiple Spring Data modules found, entering strict repository configuration mode!
2022-06-25 18:25:07 |INFO  |main |RepositoryConfigurationDelegate.java:132 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2022-06-25 18:25:07 |INFO  |main |RepositoryConfigurationDelegate.java:201 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Finished Spring Data repository scanning in 12 ms. Found 0 Redis repository interfaces.
2022-06-25 18:25:07 |INFO  |main |TomcatWebServer.java:108 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat initialized with port(s): 8808 (http)
2022-06-25 18:25:07 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Initializing ProtocolHandler ["http-nio-8808"]
2022-06-25 18:25:07 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardService |Starting service [Tomcat]
2022-06-25 18:25:07 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardEngine |Starting Servlet engine: [Apache Tomcat/9.0.58]
2022-06-25 18:25:08 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] |Initializing Spring embedded WebApplicationContext
2022-06-25 18:25:08 |INFO  |main |ServletWebServerApplicationContext.java:290 |org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext |Root WebApplicationContext: initialization completed in 1428 ms
2022-06-25 18:25:10 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Starting ProtocolHandler ["http-nio-8808"]
2022-06-25 18:25:10 |INFO  |main |TomcatWebServer.java:220 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat started on port(s): 8808 (http) with context path ''
2022-06-25 18:25:10 |INFO  |main |StartupInfoLogger.java:61 |com.ahzx.baohanapi.GuaranteeDataServiceApplication |Started GuaranteeDataServiceApplication in 4.404 seconds (JVM running for 5.586)
2022-06-25 18:25:22 |INFO  |http-nio-8808-exec-1 |DirectJDKLog.java:173 |org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] |Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-06-25 18:25:22 |INFO  |http-nio-8808-exec-1 |FrameworkServlet.java:525 |org.springframework.web.servlet.DispatcherServlet |Initializing Servlet 'dispatcherServlet'
2022-06-25 18:25:22 |INFO  |http-nio-8808-exec-1 |FrameworkServlet.java:547 |org.springframework.web.servlet.DispatcherServlet |Completed initialization in 1 ms
2022-06-25 18:25:22 |INFO  |http-nio-8808-exec-1 |SignInterceptor.java:38 |com.ahzx.baohanapi.common.Interceptor.SignInterceptor |----------------拦截开始--------------------
2022-06-25 18:25:22 |INFO  |http-nio-8808-exec-1 |SignInterceptor.java:43 |com.ahzx.baohanapi.common.Interceptor.SignInterceptor |此次请求的URL：http://localhost:8808/baohanapi/invoice/save
2022-06-25 18:25:22 |INFO  |http-nio-8808-exec-1 |SignInterceptor.java:44 |com.ahzx.baohanapi.common.Interceptor.SignInterceptor |此次请求的URI：/baohanapi/invoice/save
2022-06-25 18:25:22 |INFO  |http-nio-8808-exec-1 |SignInterceptor.java:50 |com.ahzx.baohanapi.common.Interceptor.SignInterceptor |解析后打印jsonMap：{accessKeyId=11, appid=baohan_dev, appkey=111111111111111, applyno=1, channel=1, invoice={"orderNo":"123","guarantee":"123321"}, keySecret=11, sign=024BC9E47AD37526A37FC8AEC8190794}
2022-06-25 18:25:22 |INFO  |http-nio-8808-exec-1 |SignInterceptor.java:94 |com.ahzx.baohanapi.common.Interceptor.SignInterceptor |打印签名sign:30CE8409D1BDB733AE79D57393753B94
2022-06-25 18:25:50 |INFO  |http-nio-8808-exec-5 |SignInterceptor.java:38 |com.ahzx.baohanapi.common.Interceptor.SignInterceptor |----------------拦截开始--------------------
